time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,train/learning_rate,train/explained_variance,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range
480,213.134,4702,1747.33,2260992,276,9.887999999999997e-05,0.5603567063808441,2750,0.5554779616810265,0.6923851370811462,0.0015904659,-0.0662803869410709,-0.0006603967014143563,0.01693115234375,0.2
482,211.016,4701,1730.29,2269184,277,9.56032e-05,0.6362463533878326,2760,0.42960041407495736,0.11332183331251144,0.0014583131,-0.06378752582386368,-0.0005842086587108497,0.01480712890625,0.2
484,211.016,4701,1730.29,2277376,278,9.232640000000004e-05,0.4467735290527344,2770,0.384109935091692,0.01471194252371788,0.0017424776,-0.05744939544492809,-0.00036927425626345214,0.01612548828125,0.2
486,224.417,4700,1838.47,2285568,279,8.904959999999995e-05,0.4281342625617981,2780,0.026282294912380166,0.01835203543305397,0.0021729583,-0.0534542341123597,-0.000272901089010702,0.0139404296875,0.2
488,225.08599999999998,4699,1843.9,2293760,280,8.577279999999998e-05,0.5640870332717896,2790,0.6272551819783985,0.9833812117576599,0.001100583,-0.06650009485310875,-0.0005413800843598437,0.01048583984375,0.2
489,232.90300000000002,4698,1906.95,2301952,281,8.249600000000002e-05,0.778739720582962,2800,0.1485103521757992,0.018607735633850098,0.0010959143,-0.06069485048283241,7.01411596764956e-05,0.0106201171875,0.2
491,232.08500000000004,4697,1900.3,2310144,282,7.921920000000004e-05,0.17470037937164307,2810,0.3652993363561109,0.04167259484529495,0.0017595777,-0.06092024101817515,-0.0001365612825793505,0.014990234375,0.2
493,242.99400000000006,4695,1988.33,2318336,283,7.594239999999997e-05,0.5598915219306946,2820,0.24269398094911593,0.08574342727661133,0.0009168913,-0.058991325875831536,0.00011180779811184038,0.0115478515625,0.2
495,245.074,4695,2005.08,2326528,284,7.26656e-05,0.1905902624130249,2830,0.35169185506674694,0.012506050057709217,0.0012295435,-0.05797154299507383,-0.00035233770295235446,0.00994873046875,0.2
497,249.611,4695,2041.72,2334720,285,6.938880000000004e-05,0.45559167861938477,2840,0.24869528499621082,0.0028669964522123337,0.00075466576,-0.057422741346090336,-0.0003008384197528358,0.0082763671875,0.2
499,249.611,4694,2041.72,2342912,286,6.611199999999995e-05,0.3692023754119873,2850,0.585306841864076,0.6150311827659607,0.0011581703,-0.058610382311962896,-0.0010406530093860055,0.00975341796875,0.2
500,256.291,4694,2095.56,2351104,287,6.283519999999998e-05,0.4741330146789551,2860,0.02525642719119787,0.007536756340414286,0.0009259977,-0.05643034394706774,-0.0004760698943755415,0.008984375,0.2
502,258.528,4694,2113.61,2359296,288,5.9558400000000016e-05,0.42309319972991943,2870,0.2456975342654914,0.12380726635456085,0.0014168713,-0.061351617806212747,-0.0015165746569437033,0.01231689453125,0.2
504,261.32800000000003,4693,2136.21,2367488,289,5.628160000000004e-05,0.15031450986862183,2880,0.37007307562453207,0.19430884718894958,0.00095379434,-0.05790869099873817,-7.594984008392202e-05,0.009619140625,0.2
506,275.043,4693,2246.9,2375680,290,5.3004799999999964e-05,0.24750012159347534,2890,0.18572926232882309,-0.00021802913397550583,0.0006164417,-0.06100121191193466,-0.0005779645402981259,0.0076416015625,0.2
507,278.25700000000006,4693,2272.83,2383872,291,4.9727999999999996e-05,0.3081361651420593,2900,0.5652332207726432,0.0891210213303566,0.00056939514,-0.0655349631444551,-0.0009575106097145181,0.00584716796875,0.2
509,273.622,4693,2235.39,2392064,292,4.645120000000003e-05,0.5849512219429016,2910,0.270760497856827,0.12135715782642365,0.00052209565,-0.06109180484963872,-0.00021984876229907968,0.005810546875,0.2
511,280.618,4693,2291.85,2400256,293,4.317439999999995e-05,0.5452651679515839,2920,0.24302148111892166,0.039779916405677795,0.00072659145,-0.0582714287811541,-0.0006748843224158918,0.0074951171875,0.2
513,291.281,4693,2377.87,2408448,294,3.9897599999999975e-05,0.5241897702217102,2930,0.34141994330711894,0.8802788257598877,0.00054559513,-0.061941465367999625,-0.00017209387888215134,0.00504150390625,0.2
514,291.07399999999996,4693,2376.16,2416640,295,3.662080000000001e-05,0.3307987451553345,2940,0.8504346232468378,0.04350173473358154,0.0005991074,-0.06668730939854868,-0.0006786082682083361,0.0086669921875,0.2
516,288.961,4693,2358.99,2424832,296,3.334400000000004e-05,0.6322292983531952,2950,0.31792792024352823,0.04806089028716087,0.00081768516,-0.06284199203364552,-0.0008312130209105817,0.00771484375,0.2
518,289.23800000000006,4693,2361.22,2433024,297,3.0067199999999962e-05,0.1574254035949707,2960,0.8192320378133445,0.3486948609352112,0.000565721,-0.06227535163634457,-0.0009359612513435422,0.0048828125,0.2
520,289.11899999999997,4693,2360.3,2441216,298,2.6790399999999993e-05,0.25292712450027466,2970,0.6340979139626143,0.0197311919182539,0.00068597,-0.056454380154173124,-0.0013488405595126097,0.00723876953125,0.2
521,295.278,4694,2410.01,2449408,299,2.3513600000000025e-05,0.2738432288169861,2980,0.19848758037696826,0.01885686069726944,0.0006457127,-0.05658009804901667,-0.00013276401341499877,0.00657958984375,0.2
523,295.278,4694,2410.01,2457600,300,2.0236800000000057e-05,0.26106929779052734,2990,0.19542211088155453,0.01007008645683527,0.0006495319,-0.05763705162607948,-0.0008424114662375359,0.00570068359375,0.2
525,309.946,4693,2528.34,2465792,301,1.6959999999999977e-05,0.7745124995708466,3000,0.01524475610749505,0.0052748494781553745,0.0006450509,-0.05198228378285421,-0.0008105601896204462,0.0052734375,0.2
527,316.96500000000003,4693,2585.03,2473984,302,1.3683200000000006e-05,0.18240225315093994,3010,0.47847519218412343,0.020066067576408386,0.00031293175,-0.062362429893983065,-0.0006638311093411176,0.004541015625,0.2
528,317.357,4693,2588.23,2482176,303,1.0406400000000038e-05,0.46138375997543335,3020,0.23352791720208188,0.007177121005952358,0.00042482076,-0.05571939278888749,-0.0005188862995964882,0.00496826171875,0.2
530,336.094,4694,2739.51,2490368,304,7.129599999999958e-06,0.3041245937347412,3030,0.1931150471431465,0.006024051457643509,0.0002737707,-0.05332407335990865,-0.00022400588995878933,0.00155029296875,0.2
532,334.982,4694,2730.46,2498560,305,3.85279999999999e-06,0.526111900806427,3040,0.4170189946060418,0.11091703921556473,3.715255e-05,-0.05790461388969561,-5.04152106714173e-05,0.0,0.2
533,339.80400000000003,4694,2769.5,2506752,306,5.760000000000209e-07,0.3578276038169861,3050,0.9134093677457713,1.1847299337387085,3.142868e-05,-0.06637975226331036,-0.00016787669837867725,0.0,0.2
